,ba_none
0,0.5002478454852783
155648,0.6388318755553297
311296,0.6598667277465067
466944,0.6679117010793465
622592,0.6721140958838414
778240,0.6739656167539652
933888,0.7024915181726761
1089536,0.7097634738893668
1245184,0.7125143671713596
1400832,0.7121023998912144
1556480,0.7109159725890012
