,ba_none
0,0.5023547203575184
155648,0.6441500998856345
311296,0.657848817291105
466944,0.6638667449275614
622592,0.6679401645648844
778240,0.6664138422194199
933888,0.6987912570714958
1089536,0.7054502461829492
1245184,0.7061526019145998
1400832,0.7057409792094349
1556480,0.7042872018904617
