,ba_ordered
0,0.5279279678973141
155648,0.6843734119536995
311296,0.6928203118153786
466944,0.6963911089332905
622592,0.6986327686673458
778240,0.6989783291620265
933888,0.7156382426953805
1089536,0.7173956064842114
1245184,0.7179155298661184
1400832,0.7172891969627122
1556480,0.716196510045991
