,ba_none
0,0.502385034932575
155648,0.63078874529771
311296,0.6445494300827712
466944,0.6534958112233147
622592,0.6558280140095674
778240,0.6582456072508601
933888,0.694534034798806
1089536,0.7015655734305117
1245184,0.7036522065351465
1400832,0.703702947185173
1556480,0.7033423536112184
