,ba_ordered
0,0.5266094722668803
155648,0.6809143692740094
311296,0.68840194069979
466944,0.689642113665759
622592,0.6923999865915319
778240,0.6931448852971235
933888,0.7145317888117135
1089536,0.7153027469917546
1245184,0.7154538791236211
1400832,0.7155506165095927
1556480,0.7159615099985486
