,ba_ordered
0,0.5331869413795249
155648,0.6546654665448528
311296,0.66490421973381
466944,0.671483660135243
622592,0.6738451758235608
778240,0.6757753719469042
933888,0.7040551347354038
1089536,0.7105611326137956
1245184,0.7105794030936615
1400832,0.7122159413108596
1556480,0.7121183625216103
