,ba_none
0,0.5044504486363623
155648,0.6124674841574884
311296,0.6264066026214448
466944,0.6348587271995281
622592,0.6418431231838033
778240,0.6438469140840293
933888,0.6735140634330614
1089536,0.6840801066357844
1245184,0.6899287919275996
1400832,0.6928110964413756
1556480,0.6948879933034366
