,ba_ordered
0,0.5293167487837429
155648,0.6804923452165833
311296,0.6935177232985594
466944,0.6987816330154661
622592,0.70267174684572
778240,0.705075020197973
933888,0.7229420836055658
1089536,0.730285133928006
1245184,0.7345881686292761
1400832,0.7354992245327584
1556480,0.7357080128519097
