,ba_none
0,0.5000000000077137
155648,0.6409600499630119
311296,0.6553846022704282
466944,0.659185310947245
622592,0.6622097405670471
778240,0.6641926165751575
933888,0.6928777516412512
1089536,0.7061900003062067
1245184,0.7106387020217779
1400832,0.7128854502448951
1556480,0.7131636583759655
