,train_pp
0,4083.09326171875
155648,51.9304313659668
311296,47.49958419799805
466944,45.383853912353516
622592,44.04373550415039
778240,43.08198165893555
933888,38.759910583496094
1089536,37.89897537231445
1245184,37.417144775390625
1400832,37.072994232177734
1556480,36.79835891723633
