,ba_ordered
0,0.5245549807834005
155648,0.6872025557803858
311296,0.694029160523197
466944,0.6993321754790638
622592,0.6994857036082446
778240,0.7004446393896648
933888,0.7136661767215577
1089536,0.716344380736992
1245184,0.7167495286404485
1400832,0.7170290990444166
1556480,0.7151246659016139
