,train_pp
0,4076.899169921875
155648,57.07192611694336
311296,54.40066146850586
466944,53.74701690673828
622592,53.7527961730957
778240,54.0284423828125
933888,36.553627014160156
1089536,35.70539093017578
1245184,35.19293212890625
1400832,34.824832916259766
1556480,34.54279708862305
