,ba_none
0,0.5000000000077137
155648,0.644899462036849
311296,0.6573274995827774
466944,0.6621289097176748
622592,0.6650556964411813
778240,0.6654533037644651
933888,0.6952336179051636
1089536,0.702565473551563
1245184,0.7036119954514737
1400832,0.704365724889315
1556480,0.7032457123858162
