,ba_ordered
0,0.5282862696477737
155648,0.6852056323368712
311296,0.6966377844590963
466944,0.6975890674732752
622592,0.6984235396131693
778240,0.700679575330061
933888,0.7176178572626253
1089536,0.7232912981961148
1245184,0.7241114424326704
1400832,0.7255777686873326
1556480,0.7255354741278027
