,ba_ordered
0,0.541457667332281
155648,0.686604333773763
311296,0.6956803311514165
466944,0.701421533129494
622592,0.7035491706415814
778240,0.7044356335168064
933888,0.7233962252443981
1089536,0.7317728719036056
1245184,0.7339275785748102
1400832,0.7340080488221783
1556480,0.7346728058283583
