,train_pp
0,4101.89697265625
155648,51.12006378173828
311296,46.40928268432617
466944,44.30351638793945
622592,43.07199478149414
778240,42.2396240234375
933888,38.10874938964844
1089536,37.24128341674805
1245184,36.7461051940918
1400832,36.38943099975586
1556480,36.1058235168457
