,ba_none
0,0.5045594384604426
155648,0.6294875986103186
311296,0.645089130458558
466944,0.6536525767536119
622592,0.659555768977866
778240,0.6623786623775059
933888,0.6946898307112084
1089536,0.705439916950984
1245184,0.7093884802917778
1400832,0.7101973016387245
1556480,0.7111456597732442
