,ba_none
0,0.5000000000077137
155648,0.6411121677392724
311296,0.6544473025851317
466944,0.6594638957073433
622592,0.6636611619560034
778240,0.6658177036886541
933888,0.6950687027788032
1089536,0.7031234764612633
1245184,0.7053278900580777
1400832,0.7045447755973506
1556480,0.7040026311442271
