,train_pp
0,4091.144775390625
155648,56.9607048034668
311296,53.98027038574219
466944,52.87158966064453
622592,52.32109832763672
778240,52.14275360107422
933888,37.30257034301758
1089536,36.404693603515625
1245184,35.876251220703125
1400832,35.499908447265625
1556480,35.20581817626953
