,train_pp
0,4098.24658203125
155648,58.451236724853516
311296,55.23408126831055
466944,54.262969970703125
622592,54.02126693725586
778240,54.08958053588867
933888,37.44682312011719
1089536,36.55287551879883
1245184,36.00938034057617
1400832,35.6161003112793
1556480,35.30984115600586
