,ba_none
0,0.5000521910774332
155648,0.6354359541804897
311296,0.6495333446882329
466944,0.6575593103101747
622592,0.6612269249476037
778240,0.6640827052116315
933888,0.6932242336732798
1089536,0.6991335481120614
1245184,0.6984745206643571
1400832,0.6974537777709617
1556480,0.6965011084441363
