,ba_ordered
0,0.5300871620549396
155648,0.6812210649308912
311296,0.6851840282953194
466944,0.6906276618437229
622592,0.6927673113953802
778240,0.6930779255890405
933888,0.7114188194825499
1089536,0.7143704155946771
1245184,0.7151045042659809
1400832,0.7147163767576103
1556480,0.7147239734310551
