,ba_none
0,0.5012379051888877
155648,0.6318642916185022
311296,0.6483782256166223
466944,0.6554090911248664
622592,0.6594597287551048
778240,0.6620540648549632
933888,0.6898590435671994
1089536,0.7020881893041662
1245184,0.7080600641108808
1400832,0.710994191079647
1556480,0.711536535867159
