,ba_none
0,0.5031749126730476
155648,0.6329743034379925
311296,0.6501338344780774
466944,0.6572649392143199
622592,0.6611854477516026
778240,0.6632709269315025
933888,0.6979808811310372
1089536,0.7112319797799309
1245184,0.7164823469045538
1400832,0.7192461256834417
1556480,0.7186419337171821
