,ba_ordered
0,0.5326864504165176
155648,0.6791954856812243
311296,0.6951367523050994
466944,0.6990756354965916
622592,0.7023763179856997
778240,0.7049808871569538
933888,0.727939156161558
1089536,0.7375204204698235
1245184,0.7412331263323491
1400832,0.7424020524376781
1556480,0.7435089150033716
